證券代碼	簡稱	年月日	開盤價(元)	最高價(元)	最低價(元)	收盤價(元)	成交量(千股)	成交值(千元)
2412   	中華電       	20180521	  110.00	  110.50	  109.50	  110.00	     7241	      797598
Y9999  	加權指數     	20180521	10861.66	10979.10	10861.66	10966.20	  7127060	   127521035
2317   	鴻海         	20180522	   85.10	   85.40	   84.00	   84.00	    25590	     2160920
2330   	台積電       	20180522	  230.00	  233.50	  229.00	  229.00	    22422	     5175634
2412   	中華電       	20180522	  109.50	  110.00	  109.50	  109.50	     5652	      620378
Y9999  	加權指數     	20180522	10986.77	11034.12	10938.73	10938.73	  7244202	   134650037
2317   	鴻海         	20180523	   84.50	   84.70	   83.60	   83.60	    20057	     1685766
2330   	台積電       	20180523	  231.50	  231.50	  228.50	  228.50	    26737	     6146178
2412   	中華電       	20180523	  109.50	  110.00	  109.00	  109.50	     4679	      513261
Y9999  	加權指數     	20180523	10974.52	10991.86	10886.18	10886.18	  6751995	   139732804
2317   	鴻海         	20180524	   83.50	   84.40	   83.50	   84.10	    22938	     1927730
2330   	台積電       	20180524	  229.50	  230.00	  228.50	  229.00	    13450	     3082675
2412   	中華電       	20180524	  110.00	  110.50	  109.00	  109.50	     5629	      618493
Y9999  	加權指數     	20180524	10910.61	10942.64	10883.52	10936.93	  6331255	   127685157
2317   	鴻海         	20180525	   84.50	   87.00	   84.30	   86.50	    50653	     4349587
2330   	台積電       	20180525	  228.50	  229.50	  228.00	  228.50	    16486	     3769909
2412   	中華電       	20180525	  110.00	  110.50	  109.50	  110.00	     5779	      637021
Y9999  	加權指數     	20180525	10946.62	10977.81	10918.12	10942.30	  6446493	   128991067
2317   	鴻海         	20180528	   88.20	   88.90	   87.80	   88.80	    65484	     5793767
2330   	台積電       	20180528	  229.50	  230.00	  226.50	  227.00	    17673	     4020203
2412   	中華電       	20180528	  110.50	  112.50	  110.00	  111.00	    18359	     2044843
Y9999  	加權指數     	20180528	10976.49	10999.43	10965.18	10987.77	  6798818	   141152746
2317   	鴻海         	20180529	   88.90	   89.00	   87.50	   87.60	    42302	     3728378
2330   	台積電       	20180529	  226.50	  226.50	  223.50	  225.00	    25770	     5782293
2412   	中華電       	20180529	  111.00	  111.50	  109.50	  109.50	     6864	      753110
Y9999  	加權指數     	20180529	10979.68	10986.53	10929.56	10964.12	  6779308	   140619373
2317   	鴻海         	20180530	   86.50	   88.10	   86.50	   87.40	    39291	     3426672
2330   	台積電       	20180530	  224.00	  224.00	  220.50	  221.00	    49667	    10997306
2412   	中華電       	20180530	  109.00	  109.50	  108.50	  108.50	    10275	     1120902
Y9999  	加權指數     	20180530	10925.21	10925.21	10799.75	10821.17	  7427700	   163634132
2317   	鴻海         	20180531	   87.40	   88.00	   85.70	   85.70	    83601	     7225946
2330   	台積電       	20180531	  221.50	  224.00	  220.50	  224.00	    96587	    21553655
2412   	中華電       	20180531	  109.00	  110.00	  109.00	  109.00	    24651	     2692765
Y9999  	加權指數     	20180531	10856.03	10909.61	10853.65	10874.96	  8683904	   239264232
